date,lang,label_GR,v2_NWO,counts,platform
2016-11-11,eng,0,0,61,4chan
2016-11-11,eng,0,1,722,4chan
2016-11-11,eng,1,0,9,4chan
2016-11-11,eng,1,1,17,4chan
2016-11-12,eng,0,0,87,4chan
2016-11-12,eng,0,1,1032,4chan
2016-11-12,eng,1,0,14,4chan
2016-11-12,eng,1,1,27,4chan
2016-11-13,eng,0,0,64,4chan
2016-11-13,eng,0,1,960,4chan
2016-11-13,eng,1,0,14,4chan
2016-11-13,eng,1,1,35,4chan
2016-11-14,eng,0,0,44,4chan
2016-11-14,eng,0,1,761,4chan
2016-11-14,eng,1,0,12,4chan
2016-11-14,eng,1,1,26,4chan
2016-11-15,eng,0,0,62,4chan
2016-11-15,eng,0,1,871,4chan
2016-11-15,eng,1,0,8,4chan
2016-11-15,eng,1,1,37,4chan
2016-11-16,eng,0,0,27,4chan
2016-11-16,eng,0,1,525,4chan
2016-11-16,eng,1,0,7,4chan
2016-11-16,eng,1,1,14,4chan
2016-11-17,eng,0,0,30,4chan
2016-11-17,eng,0,1,388,4chan
2016-11-17,eng,1,0,5,4chan
2016-11-17,eng,1,1,15,4chan
2016-11-18,eng,0,0,26,4chan
2016-11-18,eng,0,1,305,4chan
2016-11-18,eng,1,0,7,4chan
2016-11-18,eng,1,1,11,4chan
2016-11-19,eng,0,0,21,4chan
2016-11-19,eng,0,1,253,4chan
2016-11-19,eng,1,0,4,4chan
2016-11-19,eng,1,1,15,4chan
2016-11-20,eng,0,0,10,4chan
2016-11-20,eng,0,1,248,4chan
2016-11-20,eng,1,0,5,4chan
2016-11-20,eng,1,1,8,4chan
2016-11-21,eng,0,0,7,4chan
2016-11-21,eng,0,1,140,4chan
2016-11-21,eng,1,0,6,4chan
2016-11-21,eng,1,1,11,4chan
2016-11-22,eng,0,0,18,4chan
2016-11-22,eng,0,1,244,4chan
2016-11-22,eng,1,0,5,4chan
2016-11-22,eng,1,1,7,4chan
2016-11-23,eng,0,0,29,4chan
2016-11-23,eng,0,1,430,4chan
2016-11-23,eng,1,0,5,4chan
2016-11-23,eng,1,1,7,4chan
2016-11-24,eng,0,0,22,4chan
2016-11-24,eng,0,1,276,4chan
2016-11-24,eng,1,0,6,4chan
2016-11-24,eng,1,1,9,4chan
2016-11-25,eng,0,0,19,4chan
2016-11-25,eng,0,1,286,4chan
2016-11-25,eng,1,0,5,4chan
2016-11-25,eng,1,1,7,4chan
2016-11-26,eng,0,0,25,4chan
2016-11-26,eng,0,1,510,4chan
2016-11-26,eng,1,0,4,4chan
2016-11-26,eng,1,1,10,4chan
2016-11-27,eng,0,0,30,4chan
2016-11-27,eng,0,1,330,4chan
2016-11-27,eng,1,0,1,4chan
2016-11-27,eng,1,1,13,4chan
2016-11-28,eng,0,0,16,4chan
2016-11-28,eng,0,1,222,4chan
2016-11-28,eng,1,0,4,4chan
2016-11-28,eng,1,1,5,4chan
2016-11-29,eng,0,0,14,4chan
2016-11-29,eng,0,1,232,4chan
2016-11-29,eng,1,0,2,4chan
2016-11-29,eng,1,1,7,4chan
2016-11-30,eng,0,0,7,4chan
2016-11-30,eng,0,1,221,4chan
2016-11-30,eng,1,0,4,4chan
2016-11-30,eng,1,1,8,4chan
