date,lang,label_GR,v2_NWO,counts,platform
2016-12-20,eng,0,0,12,4chan
2016-12-20,eng,0,1,1,4chan
2016-12-20,eng,1,0,23,4chan
2016-12-21,eng,0,0,84,4chan
2016-12-21,eng,0,1,9,4chan
2016-12-21,eng,1,0,152,4chan
2016-12-21,eng,1,1,11,4chan
2016-12-22,eng,0,0,82,4chan
2016-12-22,eng,0,1,6,4chan
2016-12-22,eng,1,0,170,4chan
2016-12-22,eng,1,1,9,4chan
2016-12-23,eng,0,0,97,4chan
2016-12-23,eng,0,1,12,4chan
2016-12-23,eng,1,0,174,4chan
2016-12-23,eng,1,1,6,4chan
2016-12-24,eng,0,0,110,4chan
2016-12-24,eng,0,1,11,4chan
2016-12-24,eng,1,0,158,4chan
2016-12-24,eng,1,1,13,4chan
2016-12-25,eng,0,0,59,4chan
2016-12-25,eng,0,1,5,4chan
2016-12-25,eng,1,0,144,4chan
2016-12-25,eng,1,1,11,4chan
2016-12-26,eng,0,0,117,4chan
2016-12-26,eng,0,1,13,4chan
2016-12-26,eng,1,0,492,4chan
2016-12-26,eng,1,1,28,4chan
2016-12-27,eng,0,0,137,4chan
2016-12-27,eng,0,1,7,4chan
2016-12-27,eng,1,0,333,4chan
2016-12-27,eng,1,1,32,4chan
2016-12-28,eng,0,0,80,4chan
2016-12-28,eng,0,1,12,4chan
2016-12-28,eng,1,0,217,4chan
2016-12-28,eng,1,1,27,4chan
2016-12-29,eng,0,0,104,4chan
2016-12-29,eng,0,1,14,4chan
2016-12-29,eng,1,0,192,4chan
2016-12-29,eng,1,1,23,4chan
2016-12-30,eng,0,0,77,4chan
2016-12-30,eng,0,1,5,4chan
2016-12-30,eng,1,0,174,4chan
2016-12-30,eng,1,1,10,4chan
2016-12-31,eng,0,0,82,4chan
2016-12-31,eng,0,1,8,4chan
2016-12-31,eng,1,0,169,4chan
2016-12-31,eng,1,1,15,4chan
2017-01-01,eng,0,0,72,4chan
2017-01-01,eng,0,1,4,4chan
2017-01-01,eng,1,0,151,4chan
2017-01-01,eng,1,1,12,4chan
2017-01-02,eng,0,0,66,4chan
2017-01-02,eng,0,1,4,4chan
2017-01-02,eng,1,0,160,4chan
2017-01-02,eng,1,1,9,4chan
2017-01-03,eng,0,0,61,4chan
2017-01-03,eng,0,1,6,4chan
2017-01-03,eng,1,0,194,4chan
2017-01-03,eng,1,1,10,4chan
2017-01-04,eng,0,0,66,4chan
2017-01-04,eng,0,1,5,4chan
2017-01-04,eng,1,0,140,4chan
2017-01-04,eng,1,1,9,4chan
2017-01-05,eng,0,0,60,4chan
2017-01-05,eng,0,1,2,4chan
2017-01-05,eng,1,0,236,4chan
2017-01-05,eng,1,1,5,4chan
2017-01-06,eng,0,0,63,4chan
2017-01-06,eng,0,1,6,4chan
2017-01-06,eng,1,0,156,4chan
2017-01-06,eng,1,1,9,4chan
2017-01-07,eng,0,0,76,4chan
2017-01-07,eng,0,1,4,4chan
2017-01-07,eng,1,0,175,4chan
2017-01-07,eng,1,1,10,4chan
2017-01-08,eng,0,0,108,4chan
2017-01-08,eng,0,1,2,4chan
2017-01-08,eng,1,0,163,4chan
2017-01-08,eng,1,1,7,4chan
2017-01-09,eng,0,0,82,4chan
2017-01-09,eng,0,1,6,4chan
2017-01-09,eng,1,0,182,4chan
2017-01-09,eng,1,1,12,4chan
2017-01-10,eng,0,0,48,4chan
2017-01-10,eng,0,1,4,4chan
2017-01-10,eng,1,0,129,4chan
2017-01-10,eng,1,1,15,4chan
2017-01-11,eng,0,0,64,4chan
2017-01-11,eng,0,1,7,4chan
2017-01-11,eng,1,0,153,4chan
2017-01-11,eng,1,1,26,4chan
2017-01-12,eng,0,0,80,4chan
2017-01-12,eng,0,1,7,4chan
2017-01-12,eng,1,0,174,4chan
2017-01-12,eng,1,1,10,4chan
2017-01-13,eng,0,0,76,4chan
2017-01-13,eng,1,0,160,4chan
2017-01-13,eng,1,1,19,4chan
2017-01-14,eng,0,0,85,4chan
2017-01-14,eng,0,1,5,4chan
2017-01-14,eng,1,0,165,4chan
2017-01-14,eng,1,1,18,4chan
2017-01-15,eng,0,0,83,4chan
2017-01-15,eng,0,1,7,4chan
2017-01-15,eng,1,0,182,4chan
2017-01-15,eng,1,1,12,4chan
2017-01-16,eng,0,0,90,4chan
2017-01-16,eng,0,1,3,4chan
2017-01-16,eng,1,0,192,4chan
2017-01-16,eng,1,1,12,4chan
2017-01-17,eng,0,0,72,4chan
2017-01-17,eng,0,1,7,4chan
2017-01-17,eng,1,0,168,4chan
2017-01-17,eng,1,1,12,4chan
2017-01-18,eng,0,0,88,4chan
2017-01-18,eng,0,1,6,4chan
2017-01-18,eng,1,0,164,4chan
2017-01-18,eng,1,1,12,4chan
2017-01-19,eng,0,0,76,4chan
2017-01-19,eng,0,1,4,4chan
2017-01-19,eng,1,0,140,4chan
2017-01-19,eng,1,1,11,4chan
2017-01-20,eng,0,0,50,4chan
2017-01-20,eng,0,1,5,4chan
2017-01-20,eng,1,0,150,4chan
2017-01-20,eng,1,1,9,4chan
2017-01-21,eng,0,0,63,4chan
2017-01-21,eng,0,1,8,4chan
2017-01-21,eng,1,0,135,4chan
2017-01-21,eng,1,1,6,4chan
2017-01-22,eng,0,0,109,4chan
2017-01-22,eng,0,1,1,4chan
2017-01-22,eng,1,0,193,4chan
2017-01-22,eng,1,1,7,4chan
2017-01-23,eng,0,0,85,4chan
2017-01-23,eng,0,1,6,4chan
2017-01-23,eng,1,0,147,4chan
2017-01-23,eng,1,1,9,4chan
2017-01-24,eng,0,0,104,4chan
2017-01-24,eng,0,1,11,4chan
2017-01-24,eng,1,0,215,4chan
2017-01-24,eng,1,1,12,4chan
2017-01-25,eng,0,0,7,4chan
2017-01-25,eng,0,1,1,4chan
2017-01-25,eng,1,0,19,4chan
2017-01-25,eng,1,1,1,4chan
