date,lang,label_GR,v2_NWO,counts,platform
2017-09-25,eng,0,0,4,4chan
2017-09-25,eng,0,1,34,4chan
2017-09-25,eng,1,0,4,4chan
2017-09-25,eng,1,1,4,4chan
2017-09-26,eng,0,0,5,4chan
2017-09-26,eng,0,1,68,4chan
2017-09-26,eng,1,0,6,4chan
2017-09-26,eng,1,1,7,4chan
2017-09-27,eng,0,0,5,4chan
2017-09-27,eng,0,1,81,4chan
2017-09-27,eng,1,1,2,4chan
2017-09-28,eng,0,0,6,4chan
2017-09-28,eng,0,1,104,4chan
2017-09-28,eng,1,0,2,4chan
2017-09-28,eng,1,1,12,4chan
2017-09-29,eng,0,0,5,4chan
2017-09-29,eng,0,1,105,4chan
2017-09-29,eng,1,0,2,4chan
2017-09-29,eng,1,1,3,4chan
2017-09-30,eng,0,0,8,4chan
2017-09-30,eng,0,1,81,4chan
2017-09-30,eng,1,0,8,4chan
2017-09-30,eng,1,1,11,4chan
2017-10-01,eng,0,0,6,4chan
2017-10-01,eng,0,1,116,4chan
2017-10-01,eng,1,0,7,4chan
2017-10-01,eng,1,1,21,4chan
2017-10-02,eng,0,0,15,4chan
2017-10-02,eng,0,1,206,4chan
2017-10-02,eng,1,0,7,4chan
2017-10-02,eng,1,1,19,4chan
2017-10-03,eng,0,0,22,4chan
2017-10-03,eng,0,1,146,4chan
2017-10-03,eng,1,0,4,4chan
2017-10-03,eng,1,1,6,4chan
2017-10-04,eng,0,0,16,4chan
2017-10-04,eng,0,1,150,4chan
2017-10-04,eng,1,0,4,4chan
2017-10-04,eng,1,1,12,4chan
2017-10-05,eng,0,0,9,4chan
2017-10-05,eng,0,1,137,4chan
2017-10-05,eng,1,0,5,4chan
2017-10-05,eng,1,1,15,4chan
2017-10-06,eng,0,0,8,4chan
2017-10-06,eng,0,1,102,4chan
2017-10-06,eng,1,0,3,4chan
2017-10-06,eng,1,1,9,4chan
2017-10-07,eng,0,0,3,4chan
2017-10-07,eng,0,1,66,4chan
2017-10-07,eng,1,0,6,4chan
2017-10-07,eng,1,1,11,4chan
2017-10-08,eng,0,0,16,4chan
2017-10-08,eng,0,1,120,4chan
2017-10-08,eng,1,0,2,4chan
2017-10-08,eng,1,1,8,4chan
2017-10-09,eng,0,0,15,4chan
2017-10-09,eng,0,1,83,4chan
2017-10-09,eng,1,0,4,4chan
2017-10-09,eng,1,1,6,4chan
2017-10-10,eng,0,0,10,4chan
2017-10-10,eng,0,1,109,4chan
2017-10-10,eng,1,0,5,4chan
2017-10-10,eng,1,1,9,4chan
2017-10-11,eng,0,0,3,4chan
2017-10-11,eng,0,1,76,4chan
2017-10-11,eng,1,0,4,4chan
2017-10-11,eng,1,1,6,4chan
2017-10-12,eng,0,0,3,4chan
2017-10-12,eng,0,1,58,4chan
2017-10-12,eng,1,0,1,4chan
2017-10-12,eng,1,1,4,4chan
2017-10-13,eng,0,0,6,4chan
2017-10-13,eng,0,1,57,4chan
2017-10-13,eng,1,0,6,4chan
2017-10-13,eng,1,1,7,4chan
2017-10-14,eng,0,0,4,4chan
2017-10-14,eng,0,1,56,4chan
2017-10-14,eng,1,0,2,4chan
2017-10-14,eng,1,1,9,4chan
2017-10-15,eng,0,0,5,4chan
2017-10-15,eng,0,1,81,4chan
2017-10-15,eng,1,0,4,4chan
2017-10-15,eng,1,1,11,4chan
2017-10-16,eng,0,0,7,4chan
2017-10-16,eng,0,1,78,4chan
2017-10-16,eng,1,0,10,4chan
2017-10-16,eng,1,1,4,4chan
2017-10-17,eng,0,0,13,4chan
2017-10-17,eng,0,1,154,4chan
2017-10-17,eng,1,0,3,4chan
2017-10-17,eng,1,1,6,4chan
2017-10-18,eng,0,0,22,4chan
2017-10-18,eng,0,1,342,4chan
2017-10-18,eng,1,0,4,4chan
2017-10-18,eng,1,1,15,4chan
2017-10-19,eng,0,0,17,4chan
2017-10-19,eng,0,1,244,4chan
2017-10-19,eng,1,0,12,4chan
2017-10-19,eng,1,1,13,4chan
2017-10-20,eng,0,0,44,4chan
2017-10-20,eng,0,1,272,4chan
2017-10-20,eng,1,0,7,4chan
2017-10-20,eng,1,1,10,4chan
2017-10-21,eng,0,0,7,4chan
2017-10-21,eng,0,1,260,4chan
2017-10-21,eng,1,0,4,4chan
2017-10-21,eng,1,1,9,4chan
2017-10-22,eng,0,0,10,4chan
2017-10-22,eng,0,1,163,4chan
2017-10-22,eng,1,0,6,4chan
2017-10-22,eng,1,1,4,4chan
2017-10-23,eng,0,0,16,4chan
2017-10-23,eng,0,1,224,4chan
2017-10-23,eng,1,0,3,4chan
2017-10-23,eng,1,1,18,4chan
2017-10-24,eng,0,0,17,4chan
2017-10-24,eng,0,1,251,4chan
2017-10-24,eng,1,0,11,4chan
2017-10-24,eng,1,1,17,4chan
2017-10-25,eng,0,0,11,4chan
2017-10-25,eng,0,1,157,4chan
2017-10-25,eng,1,0,6,4chan
2017-10-25,eng,1,1,15,4chan
2017-10-26,eng,0,0,12,4chan
2017-10-26,eng,0,1,144,4chan
2017-10-26,eng,1,0,1,4chan
2017-10-26,eng,1,1,6,4chan
2017-10-27,eng,0,0,13,4chan
2017-10-27,eng,0,1,193,4chan
2017-10-27,eng,1,0,5,4chan
2017-10-27,eng,1,1,29,4chan
2017-10-28,eng,0,0,15,4chan
2017-10-28,eng,0,1,175,4chan
2017-10-28,eng,1,0,6,4chan
2017-10-28,eng,1,1,15,4chan
2017-10-29,eng,0,0,20,4chan
2017-10-29,eng,0,1,195,4chan
2017-10-29,eng,1,0,5,4chan
2017-10-29,eng,1,1,18,4chan
2017-10-30,eng,0,0,25,4chan
2017-10-30,eng,0,1,261,4chan
2017-10-30,eng,1,0,6,4chan
2017-10-30,eng,1,1,11,4chan
2017-10-31,eng,0,0,12,4chan
2017-10-31,eng,0,1,227,4chan
2017-10-31,eng,1,0,7,4chan
2017-10-31,eng,1,1,25,4chan
2017-11-01,eng,0,0,17,4chan
2017-11-01,eng,0,1,158,4chan
2017-11-01,eng,1,0,6,4chan
2017-11-01,eng,1,1,16,4chan
2017-11-02,eng,0,0,18,4chan
2017-11-02,eng,0,1,207,4chan
2017-11-02,eng,1,0,9,4chan
2017-11-02,eng,1,1,12,4chan
2017-11-03,eng,0,0,28,4chan
2017-11-03,eng,0,1,291,4chan
2017-11-03,eng,1,0,6,4chan
2017-11-03,eng,1,1,12,4chan
2017-11-04,eng,0,0,15,4chan
2017-11-04,eng,0,1,274,4chan
2017-11-04,eng,1,0,12,4chan
2017-11-04,eng,1,1,13,4chan
2017-11-05,eng,0,0,30,4chan
2017-11-05,eng,0,1,335,4chan
2017-11-05,eng,1,0,10,4chan
2017-11-05,eng,1,1,14,4chan
2017-11-06,eng,0,0,19,4chan
2017-11-06,eng,0,1,180,4chan
2017-11-06,eng,1,0,5,4chan
2017-11-06,eng,1,1,12,4chan
2017-11-07,eng,0,0,10,4chan
2017-11-07,eng,0,1,134,4chan
2017-11-07,eng,1,0,5,4chan
2017-11-07,eng,1,1,5,4chan
2017-11-08,eng,0,0,8,4chan
2017-11-08,eng,0,1,168,4chan
2017-11-08,eng,1,0,7,4chan
2017-11-08,eng,1,1,8,4chan
