date,lang,label_GR,v2_NWO,counts,platform
2017-12-09,eng,0,0,74,twitter
2017-12-09,eng,0,1,14,twitter
2017-12-09,eng,1,0,5,twitter
2017-12-09,eng,1,1,1,twitter
2017-12-10,eng,0,0,344,twitter
2017-12-10,eng,0,1,86,twitter
2017-12-10,eng,1,0,21,twitter
2017-12-10,eng,1,1,6,twitter
2017-12-11,eng,0,0,398,twitter
2017-12-11,eng,0,1,61,twitter
2017-12-11,eng,1,0,13,twitter
2017-12-11,eng,1,1,3,twitter
2017-12-12,eng,0,0,380,twitter
2017-12-12,eng,0,1,72,twitter
2017-12-12,eng,1,0,16,twitter
2017-12-13,eng,0,0,391,twitter
2017-12-13,eng,0,1,64,twitter
2017-12-13,eng,1,0,10,twitter
2017-12-13,eng,1,1,2,twitter
2017-12-14,eng,0,0,357,twitter
2017-12-14,eng,0,1,91,twitter
2017-12-14,eng,1,0,18,twitter
2017-12-14,eng,1,1,2,twitter
2017-12-15,eng,0,0,375,twitter
2017-12-15,eng,0,1,75,twitter
2017-12-15,eng,1,0,9,twitter
2017-12-15,eng,1,1,2,twitter
2017-12-16,eng,0,0,379,twitter
2017-12-16,eng,0,1,71,twitter
2017-12-16,eng,1,0,15,twitter
2017-12-16,eng,1,1,1,twitter
2017-12-17,eng,0,0,389,twitter
2017-12-17,eng,0,1,65,twitter
2017-12-17,eng,1,0,10,twitter
2017-12-17,eng,1,1,4,twitter
2017-12-18,eng,0,0,400,twitter
2017-12-18,eng,0,1,55,twitter
2017-12-18,eng,1,0,16,twitter
2017-12-18,eng,1,1,1,twitter
2017-12-19,eng,0,0,412,twitter
2017-12-19,eng,0,1,48,twitter
2017-12-19,eng,1,0,12,twitter
2017-12-19,eng,1,1,5,twitter
2017-12-20,eng,0,0,367,twitter
2017-12-20,eng,0,1,75,twitter
2017-12-20,eng,1,0,17,twitter
2017-12-20,eng,1,1,1,twitter
2017-12-21,eng,0,0,375,twitter
2017-12-21,eng,0,1,72,twitter
2017-12-21,eng,1,0,12,twitter
2017-12-21,eng,1,1,1,twitter
2017-12-22,eng,0,0,381,twitter
2017-12-22,eng,0,1,74,twitter
2017-12-22,eng,1,0,11,twitter
2017-12-22,eng,1,1,2,twitter
2017-12-23,eng,0,0,396,twitter
2017-12-23,eng,0,1,67,twitter
2017-12-23,eng,1,0,9,twitter
2017-12-23,eng,1,1,1,twitter
2017-12-24,eng,0,0,384,twitter
2017-12-24,eng,0,1,68,twitter
2017-12-24,eng,1,0,10,twitter
2017-12-24,eng,1,1,4,twitter
2017-12-25,eng,0,0,526,twitter
2017-12-25,eng,0,1,73,twitter
2017-12-25,eng,1,0,14,twitter
2017-12-25,eng,1,1,5,twitter
2017-12-26,eng,0,0,261,twitter
2017-12-26,eng,0,1,50,twitter
2017-12-26,eng,1,0,11,twitter
2017-12-27,eng,0,0,404,twitter
2017-12-27,eng,0,1,57,twitter
2017-12-27,eng,1,0,11,twitter
2017-12-27,eng,1,1,1,twitter
2017-12-28,eng,0,0,354,twitter
2017-12-28,eng,0,1,70,twitter
2017-12-28,eng,1,0,14,twitter
2017-12-28,eng,1,1,4,twitter
2017-12-29,eng,0,0,375,twitter
2017-12-29,eng,0,1,76,twitter
2017-12-29,eng,1,0,17,twitter
2017-12-29,eng,1,1,2,twitter
2017-12-30,eng,0,0,407,twitter
2017-12-30,eng,0,1,67,twitter
2017-12-30,eng,1,0,16,twitter
2017-12-30,eng,1,1,3,twitter
2017-12-31,eng,0,0,65,twitter
2017-12-31,eng,0,1,10,twitter
2017-12-31,eng,1,0,7,twitter
