date,lang,label_GR,v2_NWO,counts,platform
2014-02-01,ger,0,0,24,twitter
2014-02-01,ger,0,1,2,twitter
2014-02-01,ger,1,0,2,twitter
2014-02-02,ger,0,0,44,twitter
2014-02-02,ger,0,1,3,twitter
2014-02-02,ger,1,0,3,twitter
2014-02-03,ger,0,0,34,twitter
2014-02-03,ger,0,1,5,twitter
2014-02-03,ger,1,0,4,twitter
2014-02-04,ger,0,0,123,twitter
2014-02-04,ger,0,1,4,twitter
2014-02-05,ger,0,0,64,twitter
2014-02-05,ger,0,1,3,twitter
2014-02-05,ger,1,0,3,twitter
2014-02-06,ger,0,0,45,twitter
2014-02-06,ger,0,1,2,twitter
2014-02-07,ger,0,0,30,twitter
2014-02-07,ger,0,1,1,twitter
2014-02-07,ger,1,0,1,twitter
2014-02-08,ger,0,0,37,twitter
2014-02-08,ger,0,1,1,twitter
2014-02-08,ger,1,0,3,twitter
2014-02-09,ger,0,0,29,twitter
2014-02-09,ger,0,1,4,twitter
2014-02-09,ger,1,0,2,twitter
2014-02-10,ger,0,0,32,twitter
2014-02-10,ger,1,0,13,twitter
2014-02-11,ger,0,0,53,twitter
2014-02-11,ger,0,1,3,twitter
2014-02-11,ger,1,0,12,twitter
2014-02-12,ger,0,0,30,twitter
2014-02-12,ger,0,1,3,twitter
2014-02-12,ger,1,0,6,twitter
2014-02-13,ger,0,0,60,twitter
2014-02-13,ger,0,1,1,twitter
2014-02-13,ger,1,0,8,twitter
2014-02-14,ger,0,0,42,twitter
2014-02-14,ger,0,1,1,twitter
2014-02-14,ger,1,0,6,twitter
2014-02-15,ger,0,0,19,twitter
2014-02-15,ger,0,1,2,twitter
2014-02-15,ger,1,0,1,twitter
2014-02-16,ger,0,0,21,twitter
2014-02-16,ger,0,1,4,twitter
2014-02-17,ger,0,0,68,twitter
2014-02-17,ger,0,1,3,twitter
2014-02-17,ger,1,0,6,twitter
2014-02-18,ger,0,0,36,twitter
2014-02-18,ger,0,1,2,twitter
2014-02-18,ger,1,0,3,twitter
2014-02-19,ger,0,0,38,twitter
2014-02-19,ger,0,1,2,twitter
2014-02-19,ger,1,0,2,twitter
2014-02-20,ger,0,0,30,twitter
2014-02-20,ger,1,0,13,twitter
2014-02-21,ger,0,0,43,twitter
2014-02-21,ger,0,1,1,twitter
2014-02-21,ger,1,0,2,twitter
2014-02-22,ger,0,0,21,twitter
2014-02-22,ger,0,1,2,twitter
2014-02-22,ger,1,0,2,twitter
2014-02-23,ger,0,0,23,twitter
2014-02-23,ger,0,1,2,twitter
2014-02-23,ger,1,0,1,twitter
2014-02-24,ger,0,0,36,twitter
2014-02-24,ger,0,1,2,twitter
2014-02-24,ger,1,0,2,twitter
2014-02-25,ger,0,0,22,twitter
2014-02-25,ger,0,1,2,twitter
