date,lang,label_GR,v2_NWO,counts,platform
2014-11-16,eng,0,0,265,twitter
2014-11-16,eng,0,1,4,twitter
2014-11-16,eng,1,0,11,twitter
2014-11-17,eng,0,0,343,twitter
2014-11-17,eng,0,1,6,twitter
2014-11-17,eng,1,0,36,twitter
2014-11-17,eng,1,1,1,twitter
2014-11-18,eng,0,0,517,twitter
2014-11-18,eng,0,1,7,twitter
2014-11-18,eng,1,0,30,twitter
2014-11-18,eng,1,1,2,twitter
2014-11-19,eng,0,0,373,twitter
2014-11-19,eng,0,1,10,twitter
2014-11-19,eng,1,0,31,twitter
2014-11-20,eng,0,0,363,twitter
2014-11-20,eng,0,1,21,twitter
2014-11-20,eng,1,0,264,twitter
2014-11-21,eng,0,0,504,twitter
2014-11-21,eng,0,1,27,twitter
2014-11-21,eng,1,0,56,twitter
2014-11-21,eng,1,1,2,twitter
2014-11-22,eng,0,0,430,twitter
2014-11-22,eng,0,1,12,twitter
2014-11-22,eng,1,0,25,twitter
2014-11-23,eng,0,0,335,twitter
2014-11-23,eng,0,1,5,twitter
2014-11-23,eng,1,0,31,twitter
2014-11-23,eng,1,1,1,twitter
2014-11-24,eng,0,0,446,twitter
2014-11-24,eng,0,1,3,twitter
2014-11-24,eng,1,0,33,twitter
2014-11-25,eng,0,0,470,twitter
2014-11-25,eng,0,1,9,twitter
2014-11-25,eng,1,0,48,twitter
2014-11-26,eng,0,0,466,twitter
2014-11-26,eng,0,1,7,twitter
2014-11-26,eng,1,0,43,twitter
2014-11-26,eng,1,1,1,twitter
2014-11-27,eng,0,0,482,twitter
2014-11-27,eng,0,1,8,twitter
2014-11-27,eng,1,0,43,twitter
2014-11-28,eng,0,0,399,twitter
2014-11-28,eng,0,1,14,twitter
2014-11-28,eng,1,0,27,twitter
2014-11-29,eng,0,0,502,twitter
2014-11-29,eng,0,1,10,twitter
2014-11-29,eng,1,0,32,twitter
2014-11-29,eng,1,1,1,twitter
2014-11-30,eng,0,0,388,twitter
2014-11-30,eng,0,1,8,twitter
2014-11-30,eng,1,0,33,twitter
2014-12-01,eng,0,0,457,twitter
2014-12-01,eng,0,1,10,twitter
2014-12-01,eng,1,0,19,twitter
2014-12-02,eng,0,0,392,twitter
2014-12-02,eng,0,1,12,twitter
2014-12-02,eng,1,0,19,twitter
2014-12-03,eng,0,0,474,twitter
2014-12-03,eng,0,1,9,twitter
2014-12-03,eng,1,0,33,twitter
2014-12-04,eng,0,0,455,twitter
2014-12-04,eng,0,1,7,twitter
2014-12-04,eng,1,0,56,twitter
2014-12-05,eng,0,0,415,twitter
2014-12-05,eng,0,1,4,twitter
2014-12-05,eng,1,0,33,twitter
2014-12-06,eng,0,0,367,twitter
2014-12-06,eng,0,1,18,twitter
2014-12-06,eng,1,0,34,twitter
2014-12-06,eng,1,1,1,twitter
