date,lang,label_GR,v2_NWO,counts,platform
2017-10-03,eng,0,0,228,twitter
2017-10-03,eng,0,1,178,twitter
2017-10-03,eng,1,0,7,twitter
2017-10-03,eng,1,1,1,twitter
2017-10-04,eng,0,0,238,twitter
2017-10-04,eng,0,1,227,twitter
2017-10-04,eng,1,0,14,twitter
2017-10-04,eng,1,1,1,twitter
2017-10-05,eng,0,0,279,twitter
2017-10-05,eng,0,1,200,twitter
2017-10-05,eng,1,0,7,twitter
2017-10-05,eng,1,1,2,twitter
2017-10-06,eng,0,0,242,twitter
2017-10-06,eng,0,1,203,twitter
2017-10-06,eng,1,0,30,twitter
2017-10-06,eng,1,1,1,twitter
2017-10-07,eng,0,0,263,twitter
2017-10-07,eng,0,1,204,twitter
2017-10-07,eng,1,0,18,twitter
2017-10-07,eng,1,1,1,twitter
2017-10-08,eng,0,0,166,twitter
2017-10-08,eng,0,1,306,twitter
2017-10-08,eng,1,0,14,twitter
2017-10-09,eng,0,0,292,twitter
2017-10-09,eng,0,1,173,twitter
2017-10-09,eng,1,0,17,twitter
2017-10-09,eng,1,1,1,twitter
2017-10-10,eng,0,0,248,twitter
2017-10-10,eng,0,1,216,twitter
2017-10-10,eng,1,0,16,twitter
2017-10-11,eng,0,0,253,twitter
2017-10-11,eng,0,1,205,twitter
2017-10-11,eng,1,0,20,twitter
2017-10-11,eng,1,1,3,twitter
2017-10-12,eng,0,0,219,twitter
2017-10-12,eng,0,1,216,twitter
2017-10-12,eng,1,0,52,twitter
2017-10-12,eng,1,1,2,twitter
2017-10-13,eng,0,0,228,twitter
2017-10-13,eng,0,1,231,twitter
2017-10-13,eng,1,0,14,twitter
2017-10-13,eng,1,1,5,twitter
2017-10-14,eng,0,0,202,twitter
2017-10-14,eng,0,1,262,twitter
2017-10-14,eng,1,0,11,twitter
2017-10-14,eng,1,1,1,twitter
2017-10-15,eng,0,0,242,twitter
2017-10-15,eng,0,1,215,twitter
2017-10-15,eng,1,0,10,twitter
2017-10-15,eng,1,1,3,twitter
2017-10-16,eng,0,0,247,twitter
2017-10-16,eng,0,1,197,twitter
2017-10-16,eng,1,0,37,twitter
2017-10-17,eng,0,0,240,twitter
2017-10-17,eng,0,1,157,twitter
2017-10-17,eng,1,0,36,twitter
2017-10-17,eng,1,1,3,twitter
2017-10-18,eng,0,0,275,twitter
2017-10-18,eng,0,1,176,twitter
2017-10-18,eng,1,0,24,twitter
2017-10-18,eng,1,1,2,twitter
2017-10-19,eng,0,0,283,twitter
2017-10-19,eng,0,1,186,twitter
2017-10-19,eng,1,0,18,twitter
2017-10-19,eng,1,1,2,twitter
2017-10-20,eng,0,0,274,twitter
2017-10-20,eng,0,1,196,twitter
2017-10-20,eng,1,0,15,twitter
2017-10-20,eng,1,1,1,twitter
2017-10-21,eng,0,0,256,twitter
2017-10-21,eng,0,1,207,twitter
2017-10-21,eng,1,0,17,twitter
2017-10-21,eng,1,1,2,twitter
2017-10-22,eng,0,0,217,twitter
2017-10-22,eng,0,1,244,twitter
2017-10-22,eng,1,0,23,twitter
2017-10-22,eng,1,1,4,twitter
2017-10-23,eng,0,0,219,twitter
2017-10-23,eng,0,1,228,twitter
2017-10-23,eng,1,0,10,twitter
2017-10-23,eng,1,1,1,twitter
2017-10-24,eng,0,0,14,twitter
2017-10-24,eng,0,1,2,twitter
