date,lang,label_GR,v2_NWO,counts,platform
2021-06-13,ger,0,0,101,twitter
2021-06-13,ger,0,1,10,twitter
2021-06-13,ger,1,0,24,twitter
2021-06-14,ger,0,0,220,twitter
2021-06-14,ger,0,1,11,twitter
2021-06-14,ger,1,0,52,twitter
2021-06-14,ger,1,1,2,twitter
2021-06-15,ger,0,0,212,twitter
2021-06-15,ger,0,1,7,twitter
2021-06-15,ger,1,0,29,twitter
2021-06-15,ger,1,1,1,twitter
2021-06-16,ger,0,0,253,twitter
2021-06-16,ger,0,1,21,twitter
2021-06-16,ger,1,0,22,twitter
2021-06-17,ger,0,0,209,twitter
2021-06-17,ger,0,1,20,twitter
2021-06-17,ger,1,0,25,twitter
2021-06-18,ger,0,0,232,twitter
2021-06-18,ger,0,1,29,twitter
2021-06-18,ger,1,0,34,twitter
2021-06-19,ger,0,0,198,twitter
2021-06-19,ger,0,1,18,twitter
2021-06-19,ger,1,0,31,twitter
2021-06-20,ger,0,0,187,twitter
2021-06-20,ger,0,1,18,twitter
2021-06-20,ger,1,0,25,twitter
2021-06-21,ger,0,0,246,twitter
2021-06-21,ger,0,1,7,twitter
2021-06-21,ger,1,0,31,twitter
2021-06-22,ger,0,0,239,twitter
2021-06-22,ger,0,1,15,twitter
2021-06-22,ger,1,0,27,twitter
2021-06-23,ger,0,0,244,twitter
2021-06-23,ger,0,1,9,twitter
2021-06-23,ger,1,0,30,twitter
2021-06-23,ger,1,1,1,twitter
2021-06-24,ger,0,0,284,twitter
2021-06-24,ger,0,1,11,twitter
2021-06-24,ger,1,0,26,twitter
2021-06-25,ger,0,0,225,twitter
2021-06-25,ger,0,1,16,twitter
2021-06-25,ger,1,0,25,twitter
2021-06-26,ger,0,0,198,twitter
2021-06-26,ger,0,1,14,twitter
2021-06-26,ger,1,0,29,twitter
2021-06-27,ger,0,0,214,twitter
2021-06-27,ger,0,1,12,twitter
2021-06-27,ger,1,0,22,twitter
2021-06-28,ger,0,0,228,twitter
2021-06-28,ger,0,1,18,twitter
2021-06-28,ger,1,0,20,twitter
2021-06-29,ger,0,0,209,twitter
2021-06-29,ger,0,1,11,twitter
2021-06-29,ger,1,0,23,twitter
2021-06-30,ger,0,0,248,twitter
2021-06-30,ger,0,1,12,twitter
2021-06-30,ger,1,0,22,twitter
2021-07-01,ger,0,0,200,twitter
2021-07-01,ger,0,1,16,twitter
2021-07-01,ger,1,0,26,twitter
2021-07-02,ger,0,0,215,twitter
2021-07-02,ger,0,1,17,twitter
2021-07-02,ger,1,0,25,twitter
2021-07-03,ger,0,0,223,twitter
2021-07-03,ger,0,1,11,twitter
2021-07-03,ger,1,0,25,twitter
2021-07-04,ger,0,0,212,twitter
2021-07-04,ger,0,1,13,twitter
2021-07-04,ger,1,0,23,twitter
2021-07-05,ger,0,0,181,twitter
2021-07-05,ger,0,1,7,twitter
2021-07-05,ger,1,0,11,twitter
2021-07-05,ger,1,1,1,twitter
2021-07-06,ger,0,0,183,twitter
2021-07-06,ger,0,1,6,twitter
2021-07-06,ger,1,0,19,twitter
2021-07-07,ger,0,0,224,twitter
2021-07-07,ger,0,1,11,twitter
2021-07-07,ger,1,0,23,twitter
2021-07-08,ger,0,0,249,twitter
2021-07-08,ger,0,1,10,twitter
2021-07-08,ger,1,0,22,twitter
2021-07-09,ger,0,0,196,twitter
2021-07-09,ger,0,1,21,twitter
2021-07-09,ger,1,0,23,twitter
2021-07-10,ger,0,0,211,twitter
2021-07-10,ger,0,1,8,twitter
2021-07-10,ger,1,0,20,twitter
2021-07-10,ger,1,1,1,twitter
2021-07-11,ger,0,0,261,twitter
2021-07-11,ger,0,1,16,twitter
2021-07-11,ger,1,0,33,twitter
2021-07-12,ger,0,0,306,twitter
2021-07-12,ger,0,1,10,twitter
2021-07-12,ger,1,0,20,twitter
2021-07-12,ger,1,1,1,twitter
2021-07-13,ger,0,0,268,twitter
2021-07-13,ger,0,1,9,twitter
2021-07-13,ger,1,0,18,twitter
2021-07-14,ger,0,0,235,twitter
2021-07-14,ger,0,1,13,twitter
2021-07-14,ger,1,0,30,twitter
2021-07-15,ger,0,0,180,twitter
2021-07-15,ger,0,1,15,twitter
2021-07-15,ger,1,0,28,twitter
2021-07-16,ger,0,0,214,twitter
2021-07-16,ger,0,1,12,twitter
2021-07-16,ger,1,0,22,twitter
2021-07-16,ger,1,1,1,twitter
2021-07-17,ger,0,0,179,twitter
2021-07-17,ger,0,1,17,twitter
2021-07-17,ger,1,0,14,twitter
2021-07-18,ger,0,0,175,twitter
2021-07-18,ger,0,1,6,twitter
2021-07-18,ger,1,0,14,twitter
2021-07-19,ger,0,0,180,twitter
2021-07-19,ger,0,1,13,twitter
2021-07-19,ger,1,0,22,twitter
2021-07-20,ger,0,0,230,twitter
2021-07-20,ger,0,1,37,twitter
2021-07-20,ger,1,0,24,twitter
2021-07-21,ger,0,0,208,twitter
2021-07-21,ger,0,1,32,twitter
2021-07-21,ger,1,0,16,twitter
2021-07-21,ger,1,1,1,twitter
