date,lang,label_GR,v2_NWO,counts,platform
2018-05-10,ger,0,0,127,twitter
2018-05-10,ger,0,1,50,twitter
2018-05-10,ger,1,0,86,twitter
2018-05-10,ger,1,1,9,twitter
2018-05-11,ger,0,0,101,twitter
2018-05-11,ger,0,1,57,twitter
2018-05-11,ger,1,0,76,twitter
2018-05-11,ger,1,1,9,twitter
2018-05-12,ger,0,0,69,twitter
2018-05-12,ger,0,1,56,twitter
2018-05-12,ger,1,0,77,twitter
2018-05-12,ger,1,1,7,twitter
2018-05-13,ger,0,0,78,twitter
2018-05-13,ger,0,1,71,twitter
2018-05-13,ger,1,0,72,twitter
2018-05-13,ger,1,1,5,twitter
2018-05-14,ger,0,0,208,twitter
2018-05-14,ger,0,1,48,twitter
2018-05-14,ger,1,0,114,twitter
2018-05-14,ger,1,1,5,twitter
2018-05-15,ger,0,0,212,twitter
2018-05-15,ger,0,1,273,twitter
2018-05-15,ger,1,0,99,twitter
2018-05-15,ger,1,1,22,twitter
2018-05-16,ger,0,0,84,twitter
2018-05-16,ger,0,1,82,twitter
2018-05-16,ger,1,0,68,twitter
2018-05-16,ger,1,1,6,twitter
2018-05-17,ger,0,0,47,twitter
2018-05-17,ger,0,1,57,twitter
2018-05-17,ger,1,0,65,twitter
2018-05-17,ger,1,1,3,twitter
2018-05-18,ger,0,0,64,twitter
2018-05-18,ger,0,1,48,twitter
2018-05-18,ger,1,0,66,twitter
2018-05-18,ger,1,1,3,twitter
2018-05-19,ger,0,0,59,twitter
2018-05-19,ger,0,1,36,twitter
2018-05-19,ger,1,0,51,twitter
2018-05-19,ger,1,1,6,twitter
2018-05-20,ger,0,0,84,twitter
2018-05-20,ger,0,1,25,twitter
2018-05-20,ger,1,0,53,twitter
2018-05-20,ger,1,1,1,twitter
2018-05-21,ger,0,0,76,twitter
2018-05-21,ger,0,1,41,twitter
2018-05-21,ger,1,0,72,twitter
2018-05-22,ger,0,0,56,twitter
2018-05-22,ger,0,1,36,twitter
2018-05-22,ger,1,0,39,twitter
2018-05-23,ger,0,0,58,twitter
2018-05-23,ger,0,1,56,twitter
2018-05-23,ger,1,0,41,twitter
2018-05-23,ger,1,1,2,twitter
2018-05-24,ger,0,0,62,twitter
2018-05-24,ger,0,1,40,twitter
2018-05-24,ger,1,0,31,twitter
2018-05-24,ger,1,1,4,twitter
2018-05-25,ger,0,0,63,twitter
2018-05-25,ger,0,1,43,twitter
2018-05-25,ger,1,0,51,twitter
2018-05-25,ger,1,1,3,twitter
2018-05-26,ger,0,0,42,twitter
2018-05-26,ger,0,1,34,twitter
2018-05-26,ger,1,0,42,twitter
2018-05-26,ger,1,1,4,twitter
2018-05-27,ger,0,0,116,twitter
2018-05-27,ger,0,1,29,twitter
2018-05-27,ger,1,0,88,twitter
2018-05-27,ger,1,1,2,twitter
2018-05-28,ger,0,0,189,twitter
2018-05-28,ger,0,1,44,twitter
2018-05-28,ger,1,0,151,twitter
2018-05-28,ger,1,1,4,twitter
2018-05-29,ger,0,0,114,twitter
2018-05-29,ger,0,1,132,twitter
2018-05-29,ger,1,0,80,twitter
2018-05-29,ger,1,1,3,twitter
2018-05-30,ger,0,0,113,twitter
2018-05-30,ger,0,1,231,twitter
2018-05-30,ger,1,0,73,twitter
2018-05-30,ger,1,1,1,twitter
2018-05-31,ger,0,0,55,twitter
2018-05-31,ger,0,1,108,twitter
2018-05-31,ger,1,0,65,twitter
2018-05-31,ger,1,1,5,twitter
2018-06-01,ger,0,0,72,twitter
2018-06-01,ger,0,1,50,twitter
2018-06-01,ger,1,0,94,twitter
2018-06-01,ger,1,1,5,twitter
2018-06-02,ger,0,0,134,twitter
2018-06-02,ger,0,1,49,twitter
2018-06-02,ger,1,0,83,twitter
2018-06-02,ger,1,1,3,twitter
2018-06-03,ger,0,0,62,twitter
2018-06-03,ger,0,1,45,twitter
2018-06-03,ger,1,0,73,twitter
2018-06-03,ger,1,1,1,twitter
2018-06-04,ger,0,0,136,twitter
2018-06-04,ger,0,1,97,twitter
2018-06-04,ger,1,0,80,twitter
2018-06-04,ger,1,1,2,twitter
2018-06-05,ger,0,0,121,twitter
2018-06-05,ger,0,1,82,twitter
2018-06-05,ger,1,0,79,twitter
2018-06-05,ger,1,1,6,twitter
2018-06-06,ger,0,0,91,twitter
2018-06-06,ger,0,1,98,twitter
2018-06-06,ger,1,0,106,twitter
2018-06-06,ger,1,1,13,twitter
2018-06-07,ger,0,0,61,twitter
2018-06-07,ger,0,1,68,twitter
2018-06-07,ger,1,0,66,twitter
2018-06-07,ger,1,1,7,twitter
2018-06-08,ger,0,0,40,twitter
2018-06-08,ger,0,1,60,twitter
2018-06-08,ger,1,0,58,twitter
2018-06-08,ger,1,1,1,twitter
2018-06-09,ger,0,0,48,twitter
2018-06-09,ger,0,1,44,twitter
2018-06-09,ger,1,0,91,twitter
2018-06-09,ger,1,1,9,twitter
2018-06-10,ger,0,0,69,twitter
2018-06-10,ger,0,1,47,twitter
2018-06-10,ger,1,0,56,twitter
2018-06-10,ger,1,1,1,twitter
2018-06-11,ger,0,0,76,twitter
2018-06-11,ger,0,1,53,twitter
2018-06-11,ger,1,0,67,twitter
2018-06-11,ger,1,1,8,twitter
2018-06-12,ger,0,0,61,twitter
2018-06-12,ger,0,1,45,twitter
2018-06-12,ger,1,0,64,twitter
2018-06-13,ger,0,0,77,twitter
2018-06-13,ger,0,1,43,twitter
2018-06-13,ger,1,0,87,twitter
2018-06-13,ger,1,1,2,twitter
2018-06-14,ger,0,0,56,twitter
2018-06-14,ger,0,1,45,twitter
2018-06-14,ger,1,0,60,twitter
2018-06-14,ger,1,1,6,twitter
2018-06-15,ger,0,0,62,twitter
2018-06-15,ger,0,1,40,twitter
2018-06-15,ger,1,0,55,twitter
2018-06-15,ger,1,1,3,twitter
2018-06-16,ger,0,0,53,twitter
2018-06-16,ger,0,1,41,twitter
2018-06-16,ger,1,0,61,twitter
2018-06-16,ger,1,1,2,twitter
2018-06-17,ger,0,0,114,twitter
2018-06-17,ger,0,1,36,twitter
2018-06-17,ger,1,0,122,twitter
2018-06-17,ger,1,1,1,twitter
2018-06-18,ger,0,0,69,twitter
2018-06-18,ger,0,1,43,twitter
2018-06-18,ger,1,0,65,twitter
2018-06-18,ger,1,1,4,twitter
2018-06-19,ger,0,0,64,twitter
2018-06-19,ger,0,1,40,twitter
2018-06-19,ger,1,0,50,twitter
2018-06-19,ger,1,1,6,twitter
2018-06-20,ger,0,0,66,twitter
2018-06-20,ger,0,1,99,twitter
2018-06-20,ger,1,0,110,twitter
2018-06-20,ger,1,1,7,twitter
2018-06-21,ger,0,0,76,twitter
2018-06-21,ger,0,1,70,twitter
2018-06-21,ger,1,0,65,twitter
2018-06-21,ger,1,1,6,twitter
2018-06-22,ger,0,0,49,twitter
2018-06-22,ger,0,1,60,twitter
2018-06-22,ger,1,0,62,twitter
2018-06-22,ger,1,1,3,twitter
