date,lang,label_GR,v2_NWO,counts,platform
2012-05-18,eng,0,0,117,twitter
2012-05-18,eng,0,1,40,twitter
2012-05-18,eng,1,0,28,twitter
2012-05-18,eng,1,1,1,twitter
2012-05-19,eng,0,0,351,twitter
2012-05-19,eng,0,1,85,twitter
2012-05-19,eng,1,0,66,twitter
2012-05-19,eng,1,1,2,twitter
2012-05-20,eng,0,0,275,twitter
2012-05-20,eng,0,1,105,twitter
2012-05-20,eng,1,0,42,twitter
2012-05-21,eng,0,0,322,twitter
2012-05-21,eng,0,1,101,twitter
2012-05-21,eng,1,0,64,twitter
2012-05-22,eng,0,0,374,twitter
2012-05-22,eng,0,1,72,twitter
2012-05-22,eng,1,0,83,twitter
2012-05-23,eng,0,0,276,twitter
2012-05-23,eng,0,1,94,twitter
2012-05-23,eng,1,0,69,twitter
2012-05-23,eng,1,1,1,twitter
2012-05-24,eng,0,0,327,twitter
2012-05-24,eng,0,1,89,twitter
2012-05-24,eng,1,0,71,twitter
2012-05-24,eng,1,1,1,twitter
2012-05-25,eng,0,0,311,twitter
2012-05-25,eng,0,1,179,twitter
2012-05-25,eng,1,0,71,twitter
2012-05-25,eng,1,1,2,twitter
2012-05-26,eng,0,0,311,twitter
2012-05-26,eng,0,1,84,twitter
2012-05-26,eng,1,0,68,twitter
2012-05-26,eng,1,1,2,twitter
2012-05-27,eng,0,0,297,twitter
2012-05-27,eng,0,1,83,twitter
2012-05-27,eng,1,0,52,twitter
2012-05-27,eng,1,1,4,twitter
2012-05-28,eng,0,0,329,twitter
2012-05-28,eng,0,1,96,twitter
2012-05-28,eng,1,0,56,twitter
2012-05-29,eng,0,0,343,twitter
2012-05-29,eng,0,1,65,twitter
2012-05-29,eng,1,0,72,twitter
2012-05-29,eng,1,1,2,twitter
2012-05-30,eng,0,0,333,twitter
2012-05-30,eng,0,1,89,twitter
2012-05-30,eng,1,0,62,twitter
2012-05-30,eng,1,1,2,twitter
2012-05-31,eng,0,0,300,twitter
2012-05-31,eng,0,1,88,twitter
2012-05-31,eng,1,0,100,twitter
2012-05-31,eng,1,1,1,twitter
2012-06-01,eng,0,0,353,twitter
2012-06-01,eng,0,1,64,twitter
2012-06-01,eng,1,0,71,twitter
2012-06-02,eng,0,0,262,twitter
2012-06-02,eng,0,1,81,twitter
2012-06-02,eng,1,0,139,twitter
2012-06-02,eng,1,1,1,twitter
2012-06-03,eng,0,0,326,twitter
2012-06-03,eng,0,1,83,twitter
2012-06-03,eng,1,0,94,twitter
2012-06-04,eng,0,0,276,twitter
2012-06-04,eng,0,1,95,twitter
2012-06-04,eng,1,0,85,twitter
2012-06-04,eng,1,1,3,twitter
2012-06-05,eng,0,0,282,twitter
2012-06-05,eng,0,1,119,twitter
2012-06-05,eng,1,0,81,twitter
2012-06-05,eng,1,1,1,twitter
2012-06-06,eng,0,0,261,twitter
2012-06-06,eng,0,1,103,twitter
2012-06-06,eng,1,0,122,twitter
2012-06-07,eng,0,0,310,twitter
2012-06-07,eng,0,1,101,twitter
2012-06-07,eng,1,0,66,twitter
2012-06-07,eng,1,1,5,twitter
2012-06-08,eng,0,0,108,twitter
2012-06-08,eng,0,1,30,twitter
2012-06-08,eng,1,0,19,twitter
2012-06-08,eng,1,1,1,twitter
