date,lang,label_GR,v2_NWO,counts,platform
2011-01-25,eng,0,0,222,twitter
2011-01-25,eng,0,1,53,twitter
2011-01-25,eng,1,0,49,twitter
2011-01-25,eng,1,1,1,twitter
2011-01-26,eng,0,0,254,twitter
2011-01-26,eng,0,1,94,twitter
2011-01-26,eng,1,0,58,twitter
2011-01-26,eng,1,1,1,twitter
2011-01-27,eng,0,0,341,twitter
2011-01-27,eng,0,1,88,twitter
2011-01-27,eng,1,0,64,twitter
2011-01-28,eng,0,0,384,twitter
2011-01-28,eng,0,1,118,twitter
2011-01-28,eng,1,0,43,twitter
2011-01-28,eng,1,1,1,twitter
2011-01-29,eng,0,0,325,twitter
2011-01-29,eng,0,1,204,twitter
2011-01-29,eng,1,0,61,twitter
2011-01-29,eng,1,1,3,twitter
2011-01-30,eng,0,0,196,twitter
2011-01-30,eng,0,1,119,twitter
2011-01-30,eng,1,0,61,twitter
2011-01-30,eng,1,1,4,twitter
2011-01-31,eng,0,0,319,twitter
2011-01-31,eng,0,1,142,twitter
2011-01-31,eng,1,0,61,twitter
2011-01-31,eng,1,1,1,twitter
2011-02-01,eng,0,0,332,twitter
2011-02-01,eng,0,1,122,twitter
2011-02-01,eng,1,0,92,twitter
2011-02-01,eng,1,1,1,twitter
2011-02-02,eng,0,0,275,twitter
2011-02-02,eng,0,1,84,twitter
2011-02-02,eng,1,0,74,twitter
2011-02-02,eng,1,1,2,twitter
2011-02-03,eng,0,0,306,twitter
2011-02-03,eng,0,1,89,twitter
2011-02-03,eng,1,0,90,twitter
2011-02-03,eng,1,1,3,twitter
2011-02-04,eng,0,0,276,twitter
2011-02-04,eng,0,1,66,twitter
2011-02-04,eng,1,0,67,twitter
2011-02-04,eng,1,1,3,twitter
2011-02-05,eng,0,0,211,twitter
2011-02-05,eng,0,1,89,twitter
2011-02-05,eng,1,0,66,twitter
2011-02-06,eng,0,0,222,twitter
2011-02-06,eng,0,1,95,twitter
2011-02-06,eng,1,0,43,twitter
2011-02-06,eng,1,1,2,twitter
2011-02-07,eng,0,0,400,twitter
2011-02-07,eng,0,1,121,twitter
2011-02-07,eng,1,0,79,twitter
2011-02-07,eng,1,1,3,twitter
2011-02-08,eng,0,0,306,twitter
2011-02-08,eng,0,1,80,twitter
2011-02-08,eng,1,0,55,twitter
2011-02-08,eng,1,1,2,twitter
2011-02-09,eng,0,0,292,twitter
2011-02-09,eng,0,1,103,twitter
2011-02-09,eng,1,0,59,twitter
2011-02-10,eng,0,0,251,twitter
2011-02-10,eng,0,1,128,twitter
2011-02-10,eng,1,0,78,twitter
2011-02-10,eng,1,1,2,twitter
2011-02-11,eng,0,0,257,twitter
2011-02-11,eng,0,1,153,twitter
2011-02-11,eng,1,0,55,twitter
2011-02-11,eng,1,1,1,twitter
2011-02-12,eng,0,0,200,twitter
2011-02-12,eng,0,1,206,twitter
2011-02-12,eng,1,0,62,twitter
2011-02-12,eng,1,1,4,twitter
2011-02-13,eng,0,0,239,twitter
2011-02-13,eng,0,1,169,twitter
2011-02-13,eng,1,0,59,twitter
2011-02-13,eng,1,1,1,twitter
2011-02-14,eng,0,0,207,twitter
2011-02-14,eng,0,1,110,twitter
2011-02-14,eng,1,0,54,twitter
2011-02-14,eng,1,1,4,twitter
2011-02-15,eng,0,0,202,twitter
2011-02-15,eng,0,1,134,twitter
2011-02-15,eng,1,0,47,twitter
