date,lang,label_GR,v2_NWO,subplatform,counts,platform
2012-01-02,ger,0,0,faz,8,legnews
2012-01-02,ger,0,1,faz,1,legnews
2012-01-02,ger,1,0,faz,1,legnews
2012-01-03,ger,0,0,faz,3,legnews
2012-01-03,ger,1,0,faz,1,legnews
2012-01-04,ger,0,0,faz,5,legnews
2012-01-04,ger,1,0,faz,2,legnews
2012-01-05,ger,0,0,faz,3,legnews
2012-01-05,ger,1,0,faz,4,legnews
2012-01-06,ger,0,0,faz,4,legnews
2012-01-07,ger,0,0,faz,5,legnews
2012-01-07,ger,1,0,faz,3,legnews
2012-01-09,ger,0,0,faz,3,legnews
2012-01-10,ger,0,0,faz,6,legnews
2012-01-11,ger,0,0,faz,4,legnews
2012-01-12,ger,0,0,faz,11,legnews
2012-01-12,ger,1,0,faz,2,legnews
2012-01-13,ger,0,0,faz,6,legnews
2012-01-13,ger,1,0,faz,1,legnews
2012-01-14,ger,0,0,faz,10,legnews
2012-01-14,ger,1,0,faz,7,legnews
2012-01-16,ger,0,0,faz,4,legnews
2012-01-16,ger,1,0,faz,2,legnews
2012-01-17,ger,0,0,faz,11,legnews
2012-01-17,ger,1,0,faz,1,legnews
2012-01-18,ger,0,0,faz,3,legnews
2012-01-18,ger,1,0,faz,1,legnews
2012-01-19,ger,0,0,faz,9,legnews
2012-01-19,ger,1,0,faz,1,legnews
2012-01-20,ger,0,0,faz,3,legnews
2012-01-20,ger,1,0,faz,4,legnews
2012-01-21,ger,0,0,faz,11,legnews
2012-01-21,ger,1,0,faz,5,legnews
2012-01-23,ger,0,0,faz,8,legnews
2012-01-23,ger,1,0,faz,2,legnews
2012-01-24,ger,0,0,faz,5,legnews
2012-01-24,ger,1,0,faz,3,legnews
2012-01-25,ger,0,0,faz,8,legnews
2012-01-25,ger,1,0,faz,4,legnews
2012-01-26,ger,0,0,faz,6,legnews
2012-01-26,ger,1,0,faz,2,legnews
2012-01-27,ger,0,0,faz,5,legnews
2012-01-27,ger,1,0,faz,2,legnews
2012-01-28,ger,0,0,faz,11,legnews
2012-01-28,ger,1,0,faz,4,legnews
2012-01-30,ger,0,0,faz,11,legnews
2012-01-30,ger,1,0,faz,3,legnews
2012-01-31,ger,0,0,faz,1,legnews
2012-02-01,ger,0,0,faz,5,legnews
2012-02-01,ger,1,0,faz,3,legnews
2012-02-02,ger,0,0,faz,7,legnews
2012-02-03,ger,0,0,faz,6,legnews
2012-02-03,ger,1,0,faz,1,legnews
2012-02-04,ger,0,0,faz,4,legnews
2012-02-04,ger,1,0,faz,6,legnews
2012-02-06,ger,0,0,faz,10,legnews
2012-02-06,ger,1,0,faz,2,legnews
2012-02-07,ger,0,0,faz,7,legnews
2012-02-07,ger,1,0,faz,2,legnews
2012-02-08,ger,0,0,faz,7,legnews
2012-02-08,ger,1,0,faz,2,legnews
2012-02-09,ger,0,0,faz,5,legnews
2012-02-09,ger,1,0,faz,2,legnews
2012-02-10,ger,0,0,faz,9,legnews
2012-02-10,ger,1,0,faz,1,legnews
2012-02-11,ger,0,0,faz,5,legnews
2012-02-11,ger,1,0,faz,3,legnews
2012-02-13,ger,0,0,faz,9,legnews
2012-02-13,ger,1,0,faz,1,legnews
2012-02-14,ger,0,0,faz,5,legnews
2012-02-14,ger,1,0,faz,3,legnews
2012-02-15,ger,0,0,faz,5,legnews
2012-02-15,ger,1,0,faz,1,legnews
2012-02-16,ger,0,0,faz,6,legnews
2012-02-16,ger,1,0,faz,2,legnews
2012-02-17,ger,0,0,faz,3,legnews
2012-02-17,ger,1,0,faz,1,legnews
2012-02-18,ger,0,0,faz,7,legnews
2012-02-18,ger,1,0,faz,1,legnews
2012-02-20,ger,0,0,faz,9,legnews
2012-02-20,ger,1,0,faz,1,legnews
2012-02-21,ger,0,0,faz,6,legnews
2012-02-21,ger,1,0,faz,2,legnews
2012-02-22,ger,0,0,faz,5,legnews
2012-02-22,ger,1,0,faz,1,legnews
2012-02-23,ger,0,0,faz,4,legnews
2012-02-23,ger,1,0,faz,2,legnews
2012-02-24,ger,0,0,faz,8,legnews
2012-02-24,ger,1,0,faz,2,legnews
2012-02-25,ger,0,0,faz,10,legnews
2012-02-25,ger,1,0,faz,5,legnews
2012-02-27,ger,0,0,faz,6,legnews
2012-02-27,ger,1,0,faz,2,legnews
2012-02-28,ger,0,0,faz,5,legnews
2012-02-28,ger,1,0,faz,2,legnews
2012-02-29,ger,0,0,faz,8,legnews
2012-02-29,ger,1,0,faz,2,legnews
2012-03-01,ger,0,0,faz,5,legnews
2012-03-01,ger,1,0,faz,3,legnews
2012-03-02,ger,0,0,faz,3,legnews
2012-03-02,ger,1,0,faz,4,legnews
2012-03-03,ger,0,0,faz,9,legnews
2012-03-03,ger,1,0,faz,1,legnews
2012-03-05,ger,0,0,faz,6,legnews
2012-03-06,ger,0,0,faz,6,legnews
2012-03-06,ger,1,0,faz,1,legnews
2012-03-07,ger,0,0,faz,4,legnews
2012-03-07,ger,1,0,faz,2,legnews
2012-03-08,ger,0,0,faz,9,legnews
2012-03-08,ger,1,0,faz,2,legnews
2012-03-09,ger,0,0,faz,10,legnews
2012-03-09,ger,1,0,faz,1,legnews
2012-03-10,ger,0,0,faz,10,legnews
2012-03-10,ger,1,0,faz,5,legnews
2012-03-12,ger,0,0,faz,8,legnews
2012-03-12,ger,1,0,faz,4,legnews
2012-03-13,ger,0,0,faz,4,legnews
2012-03-14,ger,0,0,faz,7,legnews
2012-03-14,ger,1,0,faz,5,legnews
2012-03-15,ger,0,0,faz,4,legnews
2012-03-15,ger,1,0,faz,1,legnews
2012-03-16,ger,0,0,faz,7,legnews
2012-03-16,ger,1,0,faz,3,legnews
2012-03-17,ger,0,0,faz,5,legnews
2012-03-17,ger,1,0,faz,3,legnews
2012-03-19,ger,0,0,faz,11,legnews
2012-03-19,ger,1,0,faz,1,legnews
2012-03-20,ger,0,0,faz,8,legnews
2012-03-20,ger,1,0,faz,1,legnews
2012-03-21,ger,0,0,faz,9,legnews
2012-03-21,ger,1,0,faz,1,legnews
2012-03-22,ger,0,0,faz,6,legnews
2012-03-22,ger,1,0,faz,3,legnews
2012-03-23,ger,0,0,faz,4,legnews
2012-03-23,ger,1,0,faz,2,legnews
2012-03-24,ger,0,0,faz,6,legnews
2012-03-24,ger,1,0,faz,7,legnews
2012-03-26,ger,0,0,faz,7,legnews
2012-03-26,ger,1,0,faz,2,legnews
2012-03-27,ger,0,0,faz,2,legnews
2012-03-27,ger,1,0,faz,1,legnews
2012-03-28,ger,0,0,faz,6,legnews
2012-03-28,ger,1,0,faz,3,legnews
2012-03-29,ger,0,0,faz,7,legnews
2012-03-29,ger,1,0,faz,3,legnews
2012-03-30,ger,0,0,faz,5,legnews
2012-03-30,ger,1,0,faz,2,legnews
2012-03-31,ger,0,0,faz,9,legnews
2012-04-02,ger,0,0,faz,7,legnews
2012-04-02,ger,1,0,faz,1,legnews
2012-04-03,ger,0,0,faz,8,legnews
2012-04-03,ger,1,0,faz,3,legnews
2012-04-04,ger,0,0,faz,3,legnews
2012-04-04,ger,1,0,faz,2,legnews
2012-04-05,ger,0,0,faz,7,legnews
2012-04-07,ger,0,0,faz,12,legnews
2012-04-07,ger,1,0,faz,4,legnews
2012-04-10,ger,0,0,faz,11,legnews
2012-04-10,ger,1,0,faz,3,legnews
2012-04-11,ger,0,0,faz,6,legnews
2012-04-11,ger,1,0,faz,4,legnews
2012-04-12,ger,0,0,faz,3,legnews
2012-04-12,ger,1,0,faz,1,legnews
2012-04-13,ger,0,0,faz,9,legnews
2012-04-13,ger,1,0,faz,3,legnews
2012-04-14,ger,0,0,faz,8,legnews
2012-04-14,ger,1,0,faz,3,legnews
2012-04-16,ger,0,0,faz,2,legnews
2012-04-17,ger,0,0,faz,3,legnews
2012-04-17,ger,1,0,faz,4,legnews
2012-04-18,ger,0,0,faz,9,legnews
2012-04-18,ger,1,0,faz,3,legnews
2012-04-19,ger,0,0,faz,9,legnews
2012-04-19,ger,1,0,faz,1,legnews
2012-04-20,ger,0,0,faz,5,legnews
2012-04-20,ger,1,0,faz,2,legnews
2012-04-21,ger,0,0,faz,7,legnews
2012-04-23,ger,0,0,faz,5,legnews
2012-04-23,ger,1,0,faz,2,legnews
2012-04-24,ger,0,0,faz,6,legnews
2012-04-24,ger,1,0,faz,4,legnews
2012-04-25,ger,0,0,faz,4,legnews
2012-04-25,ger,1,0,faz,2,legnews
2012-04-26,ger,0,0,faz,6,legnews
2012-04-26,ger,1,0,faz,4,legnews
2012-04-27,ger,0,0,faz,4,legnews
2012-04-28,ger,0,0,faz,9,legnews
2012-04-28,ger,1,0,faz,5,legnews
2012-04-30,ger,0,0,faz,8,legnews
2012-04-30,ger,1,0,faz,2,legnews
2012-05-02,ger,0,0,faz,8,legnews
2012-05-02,ger,1,0,faz,3,legnews
2012-05-03,ger,0,0,faz,8,legnews
2012-05-03,ger,1,0,faz,3,legnews
2012-05-04,ger,0,0,faz,2,legnews
2012-05-04,ger,1,0,faz,1,legnews
2012-05-05,ger,0,0,faz,10,legnews
2012-05-05,ger,1,0,faz,2,legnews
2012-05-07,ger,0,0,faz,8,legnews
2012-05-07,ger,1,0,faz,3,legnews
2012-05-08,ger,0,0,faz,5,legnews
2012-05-08,ger,1,0,faz,1,legnews
2012-05-09,ger,0,0,faz,7,legnews
2012-05-09,ger,1,0,faz,3,legnews
2012-05-10,ger,0,0,faz,7,legnews
2012-05-10,ger,1,0,faz,4,legnews
2012-05-11,ger,0,0,faz,2,legnews
2012-05-11,ger,1,0,faz,1,legnews
2012-05-12,ger,0,0,faz,15,legnews
2012-05-12,ger,1,0,faz,4,legnews
2012-05-14,ger,0,0,faz,9,legnews
2012-05-15,ger,0,0,faz,2,legnews
2012-05-16,ger,0,0,faz,4,legnews
2012-05-16,ger,1,0,faz,2,legnews
2012-05-18,ger,0,0,faz,4,legnews
2012-05-18,ger,1,0,faz,2,legnews
2012-05-19,ger,0,0,faz,3,legnews
2012-05-19,ger,1,0,faz,2,legnews
2012-05-21,ger,0,0,faz,7,legnews
2012-05-21,ger,1,0,faz,2,legnews
2012-05-22,ger,0,0,faz,2,legnews
2012-05-22,ger,1,0,faz,3,legnews
2012-05-23,ger,0,0,faz,10,legnews
2012-05-23,ger,1,0,faz,1,legnews
2012-05-24,ger,0,0,faz,3,legnews
2012-05-24,ger,1,0,faz,4,legnews
2012-05-25,ger,0,0,faz,3,legnews
2012-05-25,ger,1,0,faz,1,legnews
2012-05-26,ger,0,0,faz,9,legnews
2012-05-26,ger,1,0,faz,2,legnews
2012-05-29,ger,0,0,faz,7,legnews
2012-05-29,ger,1,0,faz,1,legnews
2012-05-30,ger,0,0,faz,7,legnews
2012-05-30,ger,1,0,faz,2,legnews
2012-05-31,ger,0,0,faz,4,legnews
2012-05-31,ger,1,0,faz,3,legnews
2012-06-01,ger,0,0,faz,9,legnews
2012-06-01,ger,1,0,faz,1,legnews
2012-06-02,ger,0,0,faz,9,legnews
2012-06-02,ger,1,0,faz,1,legnews
2012-06-04,ger,0,0,faz,11,legnews
2012-06-04,ger,0,1,faz,1,legnews
2012-06-04,ger,1,0,faz,2,legnews
2012-06-05,ger,0,0,faz,8,legnews
2012-06-05,ger,1,0,faz,1,legnews
2012-06-06,ger,0,0,faz,9,legnews
2012-06-06,ger,1,0,faz,3,legnews
2012-06-08,ger,0,0,faz,10,legnews
2012-06-08,ger,1,0,faz,2,legnews
2012-06-09,ger,0,0,faz,8,legnews
2012-06-09,ger,1,0,faz,2,legnews
2012-06-11,ger,0,0,faz,10,legnews
2012-06-11,ger,1,0,faz,2,legnews
2012-06-12,ger,0,0,faz,6,legnews
2012-06-12,ger,1,0,faz,2,legnews
2012-06-13,ger,0,0,faz,5,legnews
2012-06-13,ger,1,0,faz,1,legnews
2012-06-14,ger,0,0,faz,7,legnews
2012-06-14,ger,1,0,faz,5,legnews
2012-06-15,ger,0,0,faz,7,legnews
2012-06-15,ger,1,0,faz,2,legnews
2012-06-16,ger,0,0,faz,14,legnews
2012-06-16,ger,1,0,faz,2,legnews
2012-06-18,ger,0,0,faz,3,legnews
