date,lang,label_GR,v2_NWO,subplatform,counts,platform
2011-01-31,ger,1,0,SZ,1,legnews
2011-02-01,ger,0,0,SZ,1,legnews
2011-02-01,ger,1,0,SZ,2,legnews
2011-02-02,ger,0,0,SZ,1,legnews
2011-02-02,ger,1,1,SZ,1,legnews
2011-02-03,ger,0,0,SZ,5,legnews
2011-02-04,ger,0,0,SZ,1,legnews
2011-02-04,ger,1,0,SZ,1,legnews
2011-02-05,ger,0,0,SZ,3,legnews
2011-02-07,ger,0,0,SZ,1,legnews
2011-02-08,ger,0,0,SZ,1,legnews
2011-02-09,ger,0,0,SZ,1,legnews
2011-02-10,ger,0,0,SZ,2,legnews
2011-02-11,ger,0,0,SZ,2,legnews
2011-02-14,ger,0,0,SZ,3,legnews
2011-02-15,ger,0,0,SZ,7,legnews
2011-02-15,ger,1,0,SZ,5,legnews
2011-02-16,ger,0,0,SZ,11,legnews
2011-02-16,ger,1,0,SZ,2,legnews
2011-02-17,ger,0,0,SZ,5,legnews
2011-02-17,ger,1,0,SZ,4,legnews
2011-02-18,ger,0,0,SZ,12,legnews
2011-02-18,ger,1,0,SZ,1,legnews
2011-02-19,ger,0,0,SZ,12,legnews
2011-02-19,ger,1,0,SZ,3,legnews
2011-02-21,ger,0,0,SZ,10,legnews
2011-02-21,ger,1,0,SZ,3,legnews
2011-02-22,ger,0,0,SZ,6,legnews
2011-02-22,ger,1,0,SZ,4,legnews
2011-02-23,ger,0,0,SZ,11,legnews
2011-02-23,ger,1,0,SZ,5,legnews
2011-02-24,ger,0,0,SZ,8,legnews
2011-02-24,ger,1,0,SZ,1,legnews
2011-02-25,ger,0,0,SZ,8,legnews
2011-02-25,ger,1,0,SZ,3,legnews
2011-02-26,ger,0,0,SZ,1,legnews
2011-02-26,ger,1,0,SZ,2,legnews
2011-02-28,ger,0,0,SZ,3,legnews
2011-02-28,ger,0,1,SZ,1,legnews
2011-02-28,ger,1,0,SZ,1,legnews
2011-03-02,ger,0,0,SZ,1,legnews
2011-03-03,ger,0,0,SZ,4,legnews
2011-03-03,ger,1,0,SZ,3,legnews
2011-03-04,ger,0,0,SZ,2,legnews
2011-03-04,ger,1,0,SZ,1,legnews
2011-03-05,ger,0,0,SZ,2,legnews
2011-03-05,ger,0,1,SZ,1,legnews
2011-03-07,ger,0,0,SZ,1,legnews
2011-03-07,ger,1,0,SZ,1,legnews
2011-03-08,ger,1,0,SZ,1,legnews
2011-03-09,ger,0,0,SZ,1,legnews
2011-03-10,ger,0,0,SZ,1,legnews
2011-03-10,ger,1,0,SZ,2,legnews
2011-03-11,ger,0,0,SZ,1,legnews
2011-03-12,ger,0,0,SZ,3,legnews
2011-03-14,ger,0,0,SZ,1,legnews
2011-03-14,ger,1,0,SZ,1,legnews
2011-03-15,ger,0,0,SZ,1,legnews
2011-03-15,ger,1,0,SZ,1,legnews
2011-03-17,ger,0,0,SZ,1,legnews
2011-03-18,ger,0,0,SZ,2,legnews
2011-03-18,ger,1,0,SZ,2,legnews
2011-03-19,ger,0,0,SZ,8,legnews
2011-03-19,ger,1,0,SZ,2,legnews
2011-03-21,ger,0,0,SZ,5,legnews
2011-03-21,ger,1,0,SZ,2,legnews
2011-03-22,ger,0,0,SZ,5,legnews
2011-03-22,ger,1,0,SZ,1,legnews
2011-03-23,ger,0,0,SZ,8,legnews
2011-03-23,ger,1,0,SZ,2,legnews
2011-03-24,ger,0,0,SZ,9,legnews
2011-03-24,ger,1,0,SZ,1,legnews
2011-03-25,ger,0,0,SZ,4,legnews
2011-03-25,ger,1,0,SZ,1,legnews
2011-03-26,ger,0,0,SZ,10,legnews
2011-03-26,ger,1,0,SZ,3,legnews
2011-03-28,ger,0,0,SZ,9,legnews
2011-03-28,ger,1,0,SZ,3,legnews
2011-03-29,ger,0,0,SZ,5,legnews
2011-03-29,ger,1,0,SZ,2,legnews
2011-03-30,ger,0,0,SZ,9,legnews
2011-03-30,ger,1,0,SZ,1,legnews
2011-03-31,ger,0,0,SZ,5,legnews
2011-03-31,ger,1,0,SZ,3,legnews
2011-05-28,ger,0,0,SZ,6,legnews
2011-05-28,ger,1,0,SZ,1,legnews
2011-05-30,ger,0,0,SZ,3,legnews
2011-05-30,ger,1,0,SZ,4,legnews
2011-05-31,ger,0,0,SZ,6,legnews
2011-05-31,ger,1,0,SZ,1,legnews
2011-06-01,ger,0,0,SZ,9,legnews
2011-06-01,ger,1,0,SZ,3,legnews
2011-06-03,ger,0,0,SZ,5,legnews
2011-06-03,ger,1,0,SZ,3,legnews
2011-06-04,ger,0,0,SZ,8,legnews
2011-06-04,ger,1,0,SZ,3,legnews
2011-06-06,ger,0,0,SZ,9,legnews
2011-06-06,ger,1,0,SZ,2,legnews
