date,lang,label_GR,v2_NWO,subplatform,counts,platform
2018-01-02,ger,0,0,faz,8,legnews
2018-01-02,ger,1,0,faz,2,legnews
2018-01-03,ger,1,0,faz,3,legnews
2018-01-04,ger,0,0,faz,2,legnews
2018-01-04,ger,1,0,faz,4,legnews
2018-01-05,ger,0,0,faz,3,legnews
2018-01-05,ger,0,1,faz,1,legnews
2018-01-05,ger,1,0,faz,2,legnews
2018-01-06,ger,0,0,faz,5,legnews
2018-01-06,ger,1,0,faz,2,legnews
2018-01-08,ger,0,0,faz,4,legnews
2018-01-08,ger,1,0,faz,2,legnews
2018-01-09,ger,0,0,faz,7,legnews
2018-01-09,ger,1,0,faz,1,legnews
2018-01-10,ger,0,0,faz,2,legnews
2018-01-10,ger,1,0,faz,2,legnews
2018-01-11,ger,0,0,faz,4,legnews
2018-01-11,ger,1,0,faz,2,legnews
2018-01-12,ger,0,0,faz,4,legnews
2018-01-12,ger,1,0,faz,4,legnews
2018-01-13,ger,0,0,faz,6,legnews
2018-01-13,ger,0,1,faz,1,legnews
2018-01-13,ger,1,0,faz,4,legnews
2018-01-15,ger,0,0,faz,5,legnews
2018-01-15,ger,1,0,faz,4,legnews
2018-01-16,ger,0,0,faz,1,legnews
2018-01-16,ger,1,0,faz,5,legnews
2018-01-17,ger,0,0,faz,5,legnews
2018-01-17,ger,1,0,faz,6,legnews
2018-01-18,ger,0,0,faz,5,legnews
2018-01-18,ger,1,0,faz,5,legnews
2018-01-18,ger,1,1,faz,1,legnews
2018-01-19,ger,0,0,faz,8,legnews
2018-01-19,ger,1,0,faz,2,legnews
2018-01-20,ger,0,0,faz,11,legnews
2018-01-20,ger,1,0,faz,1,legnews
2018-01-22,ger,0,0,faz,7,legnews
2018-01-22,ger,1,0,faz,1,legnews
2018-01-23,ger,0,0,faz,10,legnews
2018-01-23,ger,1,0,faz,5,legnews
2018-01-24,ger,0,0,faz,8,legnews
2018-01-24,ger,1,0,faz,6,legnews
2018-01-25,ger,0,0,faz,6,legnews
2018-01-25,ger,1,0,faz,2,legnews
2018-01-26,ger,0,0,faz,8,legnews
2018-01-26,ger,1,0,faz,2,legnews
2018-01-27,ger,0,0,faz,5,legnews
2018-01-27,ger,1,0,faz,5,legnews
2018-01-29,ger,0,0,faz,3,legnews
2018-01-29,ger,1,0,faz,8,legnews
2018-01-30,ger,0,0,faz,7,legnews
2018-01-30,ger,1,0,faz,1,legnews
