date,lang,label_GR,v2_NWO,subplatform,counts,platform
2011-01-08,ger,1,0,welt,1,legnews
2011-01-13,ger,0,0,SZ,1,legnews
2011-01-21,ger,1,0,SZ,1,legnews
2011-02-02,ger,0,0,SZ,1,legnews
2011-02-04,ger,0,0,SZ,16,legnews
2011-02-04,ger,1,0,SZ,4,legnews
2011-02-04,ger,1,0,taz,1,legnews
2011-02-05,ger,0,0,SZ,8,legnews
2011-02-05,ger,1,0,SZ,2,legnews
2011-02-07,ger,0,0,SZ,4,legnews
2011-02-07,ger,1,0,SZ,3,legnews
2011-02-08,ger,0,0,SZ,3,legnews
2011-02-08,ger,1,0,SZ,7,legnews
2011-02-09,ger,0,0,SZ,4,legnews
2011-02-09,ger,1,0,SZ,3,legnews
2011-02-10,ger,0,0,SZ,8,legnews
2011-02-10,ger,1,0,SZ,2,legnews
2011-02-11,ger,0,0,SZ,11,legnews
2011-02-11,ger,1,0,SZ,3,legnews
2011-02-12,ger,0,0,SZ,8,legnews
2011-02-12,ger,1,0,SZ,5,legnews
2011-02-14,ger,0,0,SZ,5,legnews
2011-02-14,ger,1,0,SZ,3,legnews
2011-02-25,ger,0,1,taz,1,legnews
2011-03-12,ger,1,0,welt,1,legnews
2011-03-15,ger,1,0,welt,1,legnews
2011-03-31,ger,0,0,SZ,5,legnews
2011-03-31,ger,1,0,SZ,2,legnews
2011-04-01,ger,0,0,SZ,1,legnews
2011-04-01,ger,0,0,taz,1,legnews
2011-04-01,ger,1,0,SZ,4,legnews
2011-04-02,ger,0,0,SZ,14,legnews
2011-04-02,ger,1,0,SZ,1,legnews
2011-04-04,ger,0,0,SZ,13,legnews
2011-04-04,ger,1,0,SZ,2,legnews
2011-04-05,ger,0,0,SZ,8,legnews
2011-04-05,ger,0,1,SZ,1,legnews
2011-04-05,ger,1,0,SZ,4,legnews
2011-04-06,ger,0,0,SZ,7,legnews
2011-04-06,ger,1,0,SZ,4,legnews
2011-04-07,ger,0,0,SZ,8,legnews
2011-04-07,ger,1,0,SZ,2,legnews
2011-04-08,ger,0,0,SZ,13,legnews
2011-04-08,ger,1,0,SZ,2,legnews
2011-04-09,ger,0,0,SZ,7,legnews
2011-04-11,ger,0,0,SZ,2,legnews
2011-04-12,ger,1,0,SZ,1,legnews
2011-04-29,ger,0,0,taz,1,legnews
2011-05-06,ger,0,0,SZ,1,legnews
2011-05-12,ger,1,0,taz,1,legnews
2011-05-19,ger,1,0,SZ,1,legnews
2011-05-21,ger,0,0,welt,1,legnews
2011-05-21,ger,1,0,taz,1,legnews
2011-06-25,ger,0,0,welt,1,legnews
2011-07-05,ger,0,0,welt,1,legnews
2011-07-07,ger,0,0,SZ,1,legnews
2011-07-23,ger,0,0,SZ,1,legnews
2011-07-25,ger,0,0,welt,2,legnews
2011-07-25,ger,1,0,SZ,1,legnews
2011-07-26,ger,1,0,taz,1,legnews
2011-08-04,ger,1,0,SZ,1,legnews
2011-08-09,ger,0,0,SZ,1,legnews
2011-08-23,ger,0,0,SZ,1,legnews
2011-08-26,ger,0,0,SZ,1,legnews
2011-08-27,ger,0,1,welt,1,legnews
2011-09-20,ger,0,0,taz,1,legnews
2011-09-22,ger,0,0,SZ,1,legnews
2011-09-24,ger,0,0,SZ,1,legnews
2011-10-01,ger,0,0,SZ,2,legnews
2011-10-01,ger,0,0,welt,1,legnews
2011-10-01,ger,1,0,SZ,1,legnews
2011-10-01,ger,1,0,welt,1,legnews
2011-10-04,ger,0,0,SZ,8,legnews
2011-10-04,ger,1,0,SZ,2,legnews
2011-10-05,ger,0,0,SZ,7,legnews
2011-10-05,ger,0,1,SZ,1,legnews
2011-10-05,ger,1,1,SZ,1,legnews
2011-10-06,ger,0,0,SZ,9,legnews
2011-10-06,ger,1,0,SZ,2,legnews
2011-10-07,ger,0,0,SZ,8,legnews
2011-10-07,ger,1,0,SZ,4,legnews
2011-10-08,ger,0,0,SZ,12,legnews
2011-10-08,ger,1,0,SZ,6,legnews
2011-10-10,ger,0,0,SZ,8,legnews
2011-10-10,ger,1,0,SZ,3,legnews
2011-10-11,ger,0,0,SZ,6,legnews
2011-10-12,ger,0,0,SZ,5,legnews
2011-10-12,ger,1,0,SZ,3,legnews
2011-10-13,ger,0,0,SZ,9,legnews
2011-10-13,ger,1,0,SZ,2,legnews
2011-10-20,ger,0,0,taz,1,legnews
2011-10-20,ger,1,0,SZ,1,legnews
2011-10-22,ger,1,0,taz,1,legnews
2011-10-24,ger,1,0,taz,2,legnews
2011-10-26,ger,0,0,welt,1,legnews
2011-11-02,ger,0,0,welt,1,legnews
2011-11-11,ger,1,1,SZ,1,legnews
2011-11-17,ger,0,0,SZ,5,legnews
2011-11-17,ger,1,0,SZ,1,legnews
2011-11-18,ger,0,0,SZ,10,legnews
2011-11-18,ger,1,0,SZ,2,legnews
2011-11-19,ger,0,0,SZ,10,legnews
2011-11-19,ger,1,0,SZ,7,legnews
2011-11-21,ger,0,0,SZ,5,legnews
2011-11-21,ger,1,0,SZ,4,legnews
2011-11-22,ger,0,0,SZ,11,legnews
2011-11-22,ger,1,0,SZ,1,legnews
