date,lang,label_GR,v2_NWO,subplatform,counts,platform
2011-01-03,ger,0,0,faz,6,legnews
2011-01-03,ger,1,0,faz,2,legnews
2011-01-04,ger,0,0,faz,5,legnews
2011-01-04,ger,1,0,faz,1,legnews
2011-01-05,ger,0,0,faz,6,legnews
2011-01-05,ger,1,0,faz,2,legnews
2011-01-06,ger,0,0,faz,6,legnews
2011-01-06,ger,1,0,faz,2,legnews
2011-01-07,ger,0,0,faz,5,legnews
2011-01-07,ger,1,0,faz,1,legnews
2011-01-08,ger,0,0,faz,8,legnews
2011-01-10,ger,0,0,faz,5,legnews
2011-01-10,ger,1,0,faz,3,legnews
2011-01-11,ger,0,0,faz,4,legnews
2011-01-11,ger,1,0,faz,3,legnews
2011-01-12,ger,0,0,faz,4,legnews
2011-01-12,ger,1,0,faz,3,legnews
2011-01-13,ger,0,0,faz,5,legnews
2011-01-13,ger,1,0,faz,1,legnews
2011-01-14,ger,0,0,faz,8,legnews
2011-01-14,ger,1,0,faz,1,legnews
2011-01-15,ger,0,0,faz,8,legnews
2011-01-15,ger,1,0,faz,4,legnews
2011-01-17,ger,0,0,faz,3,legnews
2011-01-17,ger,1,0,faz,4,legnews
2011-01-18,ger,0,0,faz,3,legnews
2011-01-18,ger,1,0,faz,3,legnews
2011-01-19,ger,0,0,faz,3,legnews
2011-01-19,ger,0,1,faz,1,legnews
2011-01-19,ger,1,0,faz,2,legnews
2011-01-20,ger,0,0,faz,8,legnews
2011-01-20,ger,1,0,faz,2,legnews
2011-01-20,ger,1,1,faz,1,legnews
2011-01-21,ger,0,0,faz,7,legnews
2011-01-21,ger,1,0,faz,1,legnews
2011-01-22,ger,0,0,faz,6,legnews
2011-01-22,ger,1,0,faz,1,legnews
2011-01-24,ger,0,0,faz,4,legnews
2011-01-24,ger,1,0,faz,1,legnews
2011-01-25,ger,0,0,faz,8,legnews
2011-01-25,ger,1,0,faz,3,legnews
2011-01-26,ger,0,0,faz,7,legnews
2011-01-26,ger,1,0,faz,2,legnews
2011-01-27,ger,0,0,faz,7,legnews
2011-01-27,ger,1,0,faz,3,legnews
2011-01-28,ger,0,0,faz,5,legnews
2011-01-28,ger,1,0,faz,3,legnews
2011-01-29,ger,0,0,faz,8,legnews
2011-01-29,ger,1,0,faz,2,legnews
2011-01-31,ger,0,0,faz,7,legnews
2011-01-31,ger,1,0,faz,3,legnews
2011-02-01,ger,0,0,faz,6,legnews
2011-02-01,ger,1,0,faz,1,legnews
2011-02-02,ger,0,0,faz,3,legnews
2011-02-02,ger,1,0,faz,4,legnews
2011-02-03,ger,0,0,faz,5,legnews
2011-02-03,ger,1,0,faz,1,legnews
2011-02-04,ger,0,0,faz,2,legnews
2011-02-05,ger,0,0,faz,8,legnews
2011-02-05,ger,1,0,faz,1,legnews
2011-02-07,ger,0,0,faz,5,legnews
2011-02-07,ger,1,0,faz,4,legnews
2011-02-08,ger,0,0,faz,7,legnews
2011-02-08,ger,1,0,faz,2,legnews
2011-02-09,ger,0,0,faz,8,legnews
2011-02-09,ger,1,0,faz,1,legnews
2011-02-10,ger,0,0,faz,6,legnews
2011-02-10,ger,1,0,faz,6,legnews
2011-02-11,ger,0,0,faz,10,legnews
2011-02-11,ger,1,0,faz,2,legnews
2011-02-12,ger,0,0,faz,11,legnews
2011-02-12,ger,0,1,faz,1,legnews
2011-02-12,ger,1,0,faz,2,legnews
2011-02-14,ger,0,0,faz,7,legnews
2011-02-14,ger,1,0,faz,1,legnews
2011-02-15,ger,0,0,faz,1,legnews
2011-02-15,ger,1,0,faz,3,legnews
2011-02-16,ger,0,0,faz,7,legnews
2011-02-16,ger,1,0,faz,2,legnews
2011-02-17,ger,0,0,faz,4,legnews
2011-02-17,ger,1,0,faz,2,legnews
2011-02-18,ger,0,0,faz,4,legnews
2011-02-18,ger,1,0,faz,3,legnews
2011-02-19,ger,0,0,faz,4,legnews
2011-02-19,ger,1,0,faz,2,legnews
2011-02-21,ger,0,0,faz,3,legnews
2011-02-21,ger,1,0,faz,1,legnews
2011-02-22,ger,0,0,faz,4,legnews
2011-02-22,ger,1,0,faz,1,legnews
2011-02-23,ger,0,0,faz,9,legnews
2011-02-23,ger,1,0,faz,4,legnews
2011-02-24,ger,0,0,faz,5,legnews
2011-02-24,ger,1,0,faz,3,legnews
2011-02-25,ger,0,0,faz,5,legnews
2011-02-25,ger,1,0,faz,1,legnews
2011-02-26,ger,0,0,faz,6,legnews
2011-02-26,ger,1,0,faz,1,legnews
2011-02-28,ger,0,0,faz,5,legnews
2011-02-28,ger,1,0,faz,1,legnews
2011-03-01,ger,0,0,faz,9,legnews
2011-03-01,ger,1,0,faz,3,legnews
2011-03-02,ger,0,0,faz,7,legnews
2011-03-02,ger,1,0,faz,3,legnews
2011-03-03,ger,0,0,faz,8,legnews
2011-03-03,ger,1,0,faz,3,legnews
2011-03-04,ger,0,0,faz,6,legnews
2011-03-04,ger,1,0,faz,3,legnews
